3338,"Melbourne Moorabbin Airport","Melbourne","Australia","MBW","YMMB",-37.975799560546875,145.1020050048828,50,10,"O","Australia/Hobart","airport","OurAirports"
3339,"Melbourne International Airport","Melbourne","Australia","MEL","YMML",-37.673302,144.843002,434,10,"O","Australia/Hobart","airport","OurAirports"
3340,"RAAF Williams, Point Cook Base","Point Cook","Australia",\N,"YMPC",-37.932201,144.753006,14,10,"O","Australia/Hobart","airport","OurAirports"
3341,"Adelaide International Airport","Adelaide","Australia","ADL","YPAD",-34.945,138.531006,20,9.5,"O","Australia/Adelaide","airport","OurAirports"
3343,"RAAF Base Edinburgh","Edinburgh","Australia",\N,"YPED",-34.70249938964844,138.62100219726562,67,9.5,"O","Australia/Adelaide","airport","OurAirports"
3344,"Perth Jandakot Airport","Perth","Australia","JAD","YPJT",-32.09749984741211,115.88099670410156,99,8,"O","Australia/Perth","airport","OurAirports"
3345,"Karratha Airport","Karratha","Australia","KTA","YPKA",-20.712200164799995,116.773002625,29,8,"O","Australia/Perth","airport","OurAirports"
3346,"Kalgoorlie Boulder Airport","Kalgoorlie","Australia","KGI","YPKG",-30.789400100699996,121.461997986,1203,8,"O","Australia/Perth","airport","OurAirports"
3347,"Kununurra Airport","Kununurra","Australia","KNX","YPKU",-15.7781000137,128.707992554,145,8,"O","Australia/Perth","airport","OurAirports"
3348,"Learmonth Airport","Learmonth","Australia","LEA","YPLM",-22.235599517799997,114.088996887,19,8,"O","Australia/Perth","airport","OurAirports"
3349,"Port Hedland International Airport","Port Hedland","Australia","PHE","YPPD",-20.3777999878,118.625999451,33,8,"O","Australia/Perth","airport","OurAirports"
3350,"Adelaide Parafield Airport","Adelaide","Australia",\N,"YPPF",-34.793300628699996,138.632995605,57,9.5,"O","Australia/Adelaide","airport","OurAirports"
3351,"Perth International Airport","Perth","Australia","PER","YPPH",-31.94029998779297,115.96700286865234,67,8,"N","Australia/Perth","airport","OurAirports"
3352,"Woomera Airfield","Woomera","Australia","UMR","YPWR",-31.14419937133789,136.81700134277344,548,9.5,"O","Australia/Adelaide","airport","OurAirports"
3353,"Christmas Island Airport","Christmas Island","Christmas Island","XCH","YPXM",-10.450599670410156,105.69000244140625,916,7,"U","Indian/Christmas","airport","OurAirports"
3354,"Sydney Bankstown Airport","Sydney","Australia","BWU","YSBK",-33.924400329589844,150.98800659179688,29,10,"O","Australia/Sydney","airport","OurAirports"
3355,"Canberra International Airport","Canberra","Australia","CBR","YSCB",-35.30690002441406,149.19500732421875,1886,10,"O","Australia/Sydney","airport","OurAirports"
3356,"Coffs Harbour Airport","Coff's Harbour","Australia","CFS","YSCH",-30.3206005096,153.115997314,18,10,"O","Australia/Sydney","airport","OurAirports"
3357,"Camden Airport","Camden","Australia","CDU","YSCN",-34.04029846191406,150.68699645996094,230,10,"O","Australia/Sydney","airport","OurAirports"
3358,"Dubbo City Regional Airport","Dubbo","Australia","DBO","YSDU",-32.2167015076,148.574996948,935,10,"O","Australia/Sydney","airport","OurAirports"
3359,"Norfolk Island International Airport","Norfolk Island","Norfolk Island","NLK","YSNF",-29.04159927368164,167.93899536132812,371,11,"U","Pacific/Norfolk","airport","OurAirports"
3360,"RAAF Base Richmond","Richmond","Australia","XRH","YSRI",-33.600601,150.781006,67,10,"O","Australia/Sydney","airport","OurAirports"
3361,"Sydney Kingsford Smith International Airport","Sydney","Australia","SYD","YSSY",-33.94609832763672,151.177001953125,21,10,"O","Australia/Sydney","airport","OurAirports"
3362,"Tamworth Airport","Tamworth","Australia","TMW","YSTW",-31.0839004517,150.847000122,1334,10,"O","Australia/Sydney","airport","OurAirports"
3363,"Wagga Wagga City Airport","Wagga Wagga","Australia","WGA","YSWG",-35.1652984619,147.466003418,724,10,"O","Australia/Sydney","airport","OurAirports"
3364,"Beijing Capital International Airport","Beijing","China","PEK","ZBAA",40.080101013183594,116.58499908447266,116,8,"U","Asia/Shanghai","airport","OurAirports"
3366,"Dongshan Airport","Hailar","China","HLD","ZBLA",49.2050018311,119.824996948,2169,8,"U","Asia/Shanghai","airport","OurAirports"
3368,"Tianjin Binhai International Airport","Tianjin","China","TSN","ZBTJ",39.124401092499994,117.346000671,10,8,"U","Asia/Shanghai","airport","OurAirports"
3369,"Taiyuan Wusu Airport","Taiyuan","China","TYN","ZBYN",37.74689865112305,112.62799835205078,2575,8,"U","Asia/Shanghai","airport","OurAirports"
3370,"Guangzhou Baiyun International Airport","Guangzhou","China","CAN","ZGGG",23.39240074157715,113.29900360107422,50,8,"U","Asia/Shanghai","airport","OurAirports"
3371,"Changsha Huanghua International Airport","Changcha","China","CSX","ZGHA",28.189199447599997,113.220001221,217,8,"U","Asia/Shanghai","airport","OurAirports"
3372,"Guilin Liangjiang International Airport","Guilin","China","KWL","ZGKL",25.21809959411621,110.03900146484375,570,8,"U","Asia/Shanghai","airport","OurAirports"
3373,"Nanning Wuxu Airport","Nanning","China","NNG","ZGNN",22.608299255371094,108.1719970703125,421,8,"U","Asia/Shanghai","airport","OurAirports"
3374,"Shenzhen Bao'an International Airport","Shenzhen","China","SZX","ZGSZ",22.639299392700195,113.81099700927734,13,8,"U","Asia/Shanghai","airport","OurAirports"
3375,"Zhengzhou Xinzheng International Airport","Zhengzhou","China","CGO","ZHCC",34.519699096699995,113.841003418,495,8,"U","Asia/Shanghai","airport","OurAirports"
3376,"Wuhan Tianhe International Airport","Wuhan","China","WUH","ZHHH",30.7838,114.208,113,8,"U","Asia/Shanghai","airport","OurAirports"
3377,"Pyongyang Sunan International Airport","Pyongyang","North Korea","FNJ","ZKPY",39.224098,125.669998,117,8.5,"U","Asia/Pyongyang","airport","OurAirports"
3378,"Lanzhou Zhongchuan Airport","Lanzhou","China","LHW","ZLLL",36.5152015686,103.620002747,6388,8,"U","Asia/Shanghai","airport","OurAirports"
3379,"Xi'an Xianyang International Airport","Xi'an","China","XIY","ZLXY",34.447102,108.751999,1572,8,"U","Asia/Shanghai","airport","OurAirports"
3380,"Chinggis Khaan International Airport","Ulan Bator","Mongolia","ULN","ZMUB",47.843102,106.766998,4364,8,"U","Asia/Ulaanbaatar","airport","OurAirports"
3381,"Xishuangbanna Gasa Airport","Jinghonggasa","China","JHG","ZPJH",21.973899841308594,100.76000213623047,1815,8,"U","Asia/Shanghai","airport","OurAirports"
3382,"Kunming Changshui International Airport","Kunming","China","KMG","ZPPP",25.1019444,102.9291667,6903,8,"N","Asia/Shanghai","airport","OurAirports"
3383,"Xiamen Gaoqi International Airport","Xiamen","China","XMN","ZSAM",24.54400062561035,118.12799835205078,59,8,"U","Asia/Shanghai","airport","OurAirports"
3384,"Nanchang Changbei International Airport","Nanchang","China","KHN","ZSCN",28.864999771118164,115.9000015258789,143,8,"U","Asia/Shanghai","airport","OurAirports"
3385,"Fuzhou Changle International Airport","Fuzhou","China","FOC","ZSFZ",25.935100555419922,119.66300201416016,46,8,"U","Asia/Shanghai","airport","OurAirports"
3386,"Hangzhou Xiaoshan International Airport","Hangzhou","China","HGH","ZSHC",30.22949981689453,120.43399810791016,23,8,"U","Asia/Shanghai","airport","OurAirports"
3387,"Ningbo Lishe International Airport","Ninbo","China","NGB","ZSNB",29.82670021057129,121.46199798583984,13,8,"U","Asia/Shanghai","airport","OurAirports"
3388,"Nanjing Lukou Airport","Nanjing","China","NKG","ZSNJ",31.742000579833984,118.86199951171875,49,8,"U","Asia/Shanghai","airport","OurAirports"
3389,"Hefei Luogang International Airport","Hefei","China","HFE","ZSOF",31.780000686645508,117.2979965209961,108,8,"U","Asia/Shanghai","airport","OurAirports"
3390,"Liuting Airport","Qingdao","China","TAO","ZSQD",36.2661018372,120.374000549,33,8,"U","Asia/Shanghai","airport","OurAirports"
3391,"Shanghai Hongqiao International Airport","Shanghai","China","SHA","ZSSS",31.197900772094727,121.33599853515625,10,8,"U","Asia/Shanghai","airport","OurAirports"
3392,"Yantai Laishan Airport","Yantai","China","YNT","ZSYT",37.40169906616211,121.37200164794922,59,8,"U","Asia/Shanghai","airport","OurAirports"
3393,"Chongqing Jiangbei International Airport","Chongqing","China","CKG","ZUCK",29.719200134277344,106.64199829101562,1365,8,"U","Asia/Shanghai","airport","OurAirports"
3394,"Longdongbao Airport","Guiyang","China","KWE","ZUGY",26.53849983215332,106.8010025024414,3736,8,"U","Asia/Shanghai","airport","OurAirports"
3395,"Chengdu Shuangliu International Airport","Chengdu","China","CTU","ZUUU",30.578500747680664,103.9469985961914,1625,8,"U","Asia/Shanghai","airport","OurAirports"
3396,"Xichang Qingshan Airport","Xichang","China","XIC","ZUXC",27.989099502563477,102.18399810791016,5112,8,"U","Asia/Shanghai","airport","OurAirports"
3397,"Kashgar Airport","Kashi","China","KHG","ZWSH",39.5429000854,76.0199966431,4529,8,"U","Asia/Shanghai","airport","OurAirports"
3398,"Hotan Airport","Hotan","China","HTN","ZWTN",37.03850173950195,79.86489868164062,4672,8,"U","Asia/Shanghai","airport","OurAirports"
3399,"Ürümqi Diwopu International Airport","Urumqi","China","URC","ZWWW",43.907100677490234,87.47419738769531,2125,8,"U","Asia/Shanghai","airport","OurAirports"
3400,"Taiping Airport","Harbin","China","HRB","ZYHB",45.6234016418457,126.25,457,8,"U","Asia/Shanghai","airport","OurAirports"
3402,"Mudanjiang Hailang International Airport","Mudanjiang","China","MDG","ZYMD",44.5241012573,129.569000244,883,8,"U","Asia/Shanghai","airport","OurAirports"
3404,"Zhoushuizi Airport","Dalian","China","DLC","ZYTL",38.9656982421875,121.53900146484375,107,8,"U","Asia/Shanghai","airport","OurAirports"
3406,"Shanghai Pudong International Airport","Shanghai","China","PVG","ZSPD",31.143400192260742,121.80500030517578,13,8,"U","Asia/Shanghai","airport","OurAirports"
3407,"Pulau Tioman Airport","Tioman","Malaysia","TOD","WMBT",2.8181800842285156,104.16000366210938,15,8,"N","Asia/Kuala_Lumpur","airport","OurAirports"
3408,"Sultan Abdul Aziz Shah International Airport","Kuala Lumpur","Malaysia","SZB","WMSA",3.130579948425293,101.54900360107422,90,8,"N","Asia/Kuala_Lumpur","airport","OurAirports"
3409,"Noto Airport","Wajima","Japan","NTQ","RJNW",37.2930984497,136.962005615,718,9,"U","Asia/Tokyo","airport","OurAirports"
3410,"Borg El Arab International Airport","Alexandria","Egypt","HBE","HEBA",30.917699813842773,29.696399688720703,177,2,"U","Africa/Cairo","airport","OurAirports"
3411,"Barter Island LRRS Airport","Barter Island","United States","BTI","PABA",70.1340026855,-143.582000732,2,-9,"A","America/Anchorage","airport","OurAirports"
3412,"Wainwright Air Station","Fort Wainwright","United States",\N,"PAWT",70.61340332,-159.8600006,35,-9,"A","America/Anchorage","airport","OurAirports"
3413,"Cape Lisburne LRRS Airport","Cape Lisburne","United States","LUR","PALU",68.87509918,-166.1100006,16,-9,"A","America/Anchorage","airport","OurAirports"
3414,"Point Lay LRRS Airport","Point Lay","United States","PIZ","PPIZ",69.73290253,-163.0050049,22,-9,"A","America/Anchorage","airport","OurAirports"
3415,"Hilo International Airport","Hilo","United States","ITO","PHTO",19.721399307250977,-155.04800415039062,38,-10,"N","Pacific/Honolulu","airport","OurAirports"
3416,"Orlando Executive Airport","Orlando","United States","ORL","KORL",28.5455,-81.332901,113,-5,"A","America/New_York","airport","OurAirports"
3417,"Bettles Airport","Bettles","United States","BTT","PABT",66.91390228,-151.529007,647,-9,"A","America/Anchorage","airport","OurAirports"
3418,"Clear Airport","Clear Mews","United States",\N,"PACL",64.301201,-149.119995,552,-9,"A","America/Anchorage","airport","OurAirports"
3419,"Indian Mountain LRRS Airport","Indian Mountains","United States","UTO","PAIM",65.99279785,-153.7039948,1273,-9,"A","America/Anchorage","airport","OurAirports"
3420,"Fort Yukon Airport","Fort Yukon","United States","FYU","PFYU",66.57150268554688,-145.25,433,-9,"A","America/Anchorage","airport","OurAirports"
3421,"Sparrevohn LRRS Airport","Sparrevohn","United States","SVW","PASV",61.09740067,-155.5740051,1585,-9,"A","America/Anchorage","airport","OurAirports"
3422,"Bryant Army Heliport","Fort Richardson","United States","FRN","PAFR",61.26639938,-149.6529999,378,-9,"A","America/Anchorage","airport","OurAirports"
3423,"Tatalina LRRS Airport","Tatalina","United States","TLJ","PATL",62.894401550299996,-155.977005005,964,-9,"A","America/Anchorage","airport","OurAirports"
3424,"Cape Romanzof LRRS Airport","Cape Romanzof","United States","CZF","PACZ",61.78030014,-166.0390015,464,-9,"A","America/Anchorage","airport","OurAirports"
3425,"Laurence G Hanscom Field","Bedford","United States","BED","KBED",42.47000122,-71.28900146,133,-5,"A","America/New_York","airport","OurAirports"
3426,"St Paul Island Airport","St. Paul Island","United States","SNP","PASN",57.167301177978516,-170.22000122070312,63,-9,"A","America/Anchorage","airport","OurAirports"
3427,"Cape Newenham LRRS Airport","Cape Newenham","United States","EHM","PAEH",58.646400451699996,-162.06300354,541,-9,"A","America/Anchorage","airport","OurAirports"
3428,"St George Airport","Point Barrow","United States","STG","PAPB",56.578300476100004,-169.662002563,125,-9,"A","America/Anchorage","airport","OurAirports"
3429,"Iliamna Airport","Iliamna","United States","ILI","PAIL",59.75439835,-154.9109955,192,-9,"A","America/Anchorage","airport","OurAirports"
3430,"Platinum Airport","Port Moller","United States","PTU","PAPM",59.01139831542969,-161.82000732421875,15,-9,"A","America/Anchorage","airport","OurAirports"
3431,"Big Mountain Airport","Big Mountain","United States","BMX","PABM",59.3611984253,-155.259002686,663,-9,"A","America/Anchorage","airport","OurAirports"
3432,"Oscoda Wurtsmith Airport","Oscoda","United States","OSC","KOSC",44.451599,-83.394096,633,-5,"A","America/New_York","airport","OurAirports"
3433,"Marina Municipal Airport","Fort Ord","United States","OAR","KOAR",36.68190002,-121.762001,137,-8,"A","America/Los_Angeles","airport","OurAirports"
3434,"Sacramento Mather Airport","Sacramento","United States","MHR","KMHR",38.55390167,-121.2979965,98,-8,"A","America/Los_Angeles","airport","OurAirports"
3435,"Bicycle Lake Army Air Field","Fort Irwin","United States","BYS","KBYS",35.2804985046,-116.629997253,2350,-8,"A","America/Los_Angeles","airport","OurAirports"
3436,"Twentynine Palms (Self) Airport","Twenty Nine Palms","United States",\N,"KNXP",34.2961998,-116.1620026,2051,-8,"A","America/Los_Angeles","airport","OurAirports"
3437,"Fort Smith Regional Airport","Fort Smith","United States","FSM","KFSM",35.33660125732422,-94.36740112304688,469,-6,"A","America/Chicago","airport","OurAirports"
3438,"Merrill Field","Anchorage","United States","MRI","PAMR",61.2135009765625,-149.843994140625,137,-9,"A","America/Anchorage","airport","OurAirports"
3439,"Grants-Milan Municipal Airport","Grants","United States","GNT","KGNT",35.167301178,-107.902000427,6537,-7,"A","America/Denver","airport","OurAirports"
3440,"Ponca City Regional Airport","Ponca City","United States","PNC","KPNC",36.73199844,-97.09980011,1008,-6,"A","America/Chicago","airport","OurAirports"
3441,"Hunter Army Air Field","Hunter Aaf","United States","SVN","KSVN",32.00999832,-81.14569855,41,-5,"A","America/New_York","airport","OurAirports"
3442,"Grand Forks International Airport","Grand Forks","United States","GFK","KGFK",47.949299,-97.176102,845,-6,"A","America/Chicago","airport","OurAirports"
3443,"Pine Bluff Regional Airport, Grider Field","Pine Bluff","United States","PBF","KPBF",34.1731,-91.9356,206,-6,"A","America/Chicago","airport","OurAirports"
3444,"Whiting Field Naval Air Station - North","Milton","United States","NSE","KNSE",30.7241993,-87.02189636,199,-6,"A","America/Chicago","airport","OurAirports"
3445,"Hana Airport","Hana","United States","HNM","PHHN",20.79560089111328,-156.01400756835938,78,-10,"A","Pacific/Honolulu","airport","OurAirports"
3446,"Ernest A. Love Field","Prescott","United States","PRC","KPRC",34.65449905,-112.4199982,5045,-7,"A","America/Phoenix","airport","OurAirports"
3447,"Trenton Mercer Airport","Trenton","United States","TTN","KTTN",40.27669906616211,-74.8134994506836,213,-5,"A","America/New_York","airport","OurAirports"
3448,"General Edward Lawrence Logan International Airport","Boston","United States","BOS","KBOS",42.36429977,-71.00520325,20,-5,"A","America/New_York","airport","OurAirports"
3449,"Travis Air Force Base","Fairfield","United States","SUU","KSUU",38.262699127197,-121.92700195312,62,-8,"A","America/Los_Angeles","airport","OurAirports"
3450,"Griffiss International Airport","Rome","United States","RME","KRME",43.23379898,-75.40699768,504,-5,"A","America/New_York","airport","OurAirports"
3451,"Wendover Airport","Wendover","United States","ENV","KENV",40.7187004089,-114.03099823,4237,-7,"A","America/Denver","airport","OurAirports"
3452,"Mobile Downtown Airport","Mobile","United States","BFM","KBFM",30.626800537100003,-88.06809997559999,26,-6,"A","America/Chicago","airport","OurAirports"
3453,"Metropolitan Oakland International Airport","Oakland","United States","OAK","KOAK",37.721298,-122.221001,9,-8,"A","America/Los_Angeles","airport","OurAirports"
3454,"Eppley Airfield","Omaha","United States","OMA","KOMA",41.3032,-95.894096,984,-6,"A","America/Chicago","airport","OurAirports"
3455,"Port Angeles Cgas Airport","Port Angeles","United States",\N,"KNOW",48.14149856567383,-123.41400146484375,13,-8,"A","America/Los_Angeles","airport","OurAirports"
3456,"Kahului Airport","Kahului","United States","OGG","PHOG",20.8986,-156.429993,54,-10,"N","Pacific/Honolulu","airport","OurAirports"
3457,"Wichita Eisenhower National Airport","Wichita","United States","ICT","KICT",37.649899,-97.433098,1333,-6,"A","America/Chicago","airport","OurAirports"
3458,"Kansas City International Airport","Kansas City","United States","MCI","KMCI",39.2976,-94.713898,1026,-6,"A","America/Chicago","airport","OurAirports"
3459,"Dane County Regional Truax Field","Madison","United States","MSN","KMSN",43.13990020751953,-89.3375015258789,887,-6,"A","America/Chicago","airport","OurAirports"
3460,"Dillingham Airport","Dillingham","United States","DLG","PADL",59.04470062,-158.5050049,81,-9,"A","America/Anchorage","airport","OurAirports"
3461,"Boone County Airport","Harrison","United States","HRO","KHRO",36.26150131225586,-93.15470123291016,1365,-6,"A","America/Chicago","airport","OurAirports"
3462,"Phoenix Sky Harbor International Airport","Phoenix","United States","PHX","KPHX",33.43429946899414,-112.01200103759766,1135,-7,"N","America/Phoenix","airport","OurAirports"
3463,"Bangor International Airport","Bangor","United States","BGR","KBGR",44.80739974975586,-68.8281021118164,192,-5,"A","America/New_York","airport","OurAirports"
3464,"Fort Lauderdale Executive Airport","Fort Lauderdale","United States","FXE","KFXE",26.1972999573,-80.1707000732,13,-5,"A","America/New_York","airport","OurAirports"
3465,"East Texas Regional Airport","Longview","United States","GGG","KGGG",32.38399887084961,-94.71150207519531,365,-6,"A","America/Chicago","airport","OurAirports"
3466,"Anderson Regional Airport","Andersen","United States","AND","KAND",34.4945983887,-82.70939636230001,782,-5,"A","America/New_York","airport","OurAirports"
3467,"Spokane International Airport","Spokane","United States","GEG","KGEG",47.61989974975586,-117.53399658203125,2376,-8,"A","America/Los_Angeles","airport","OurAirports"
3468,"North Perry Airport","Hollywood","United States","HWO","KHWO",26.0012,-80.2407,8,-5,"A","America/New_York","airport","OurAirports"
3469,"San Francisco International Airport","San Francisco","United States","SFO","KSFO",37.61899948120117,-122.375,13,-8,"A","America/Los_Angeles","airport","OurAirports"
3470,"Cut Bank International Airport","Cutbank","United States","CTB","KCTB",48.6083984375,-112.375999451,3854,-7,"A","America/Denver","airport","OurAirports"
3471,"Acadiana Regional Airport","Louisiana","United States","ARA","KARA",30.0378,-91.883904,24,-6,"A","America/Chicago","airport","OurAirports"
3472,"Gainesville Regional Airport","Gainesville","United States","GNV","KGNV",29.6900997162,-82.2717971802,152,-5,"A","America/New_York","airport","OurAirports"
3473,"Memphis International Airport","Memphis","United States","MEM","KMEM",35.04240036010742,-89.97669982910156,341,-6,"A","America/Chicago","airport","OurAirports"
3474,"Bisbee Douglas International Airport","Douglas","United States","DUG","KDUG",31.4689998627,-109.603996277,4154,-7,"A","America/Phoenix","airport","OurAirports"
3475,"Allen Army Airfield","Delta Junction","United States","BIG","PABI",63.9944992065,-145.722000122,1291,-9,"A","America/Anchorage","airport","OurAirports"
3476,"TSTC Waco Airport","Waco","United States","CNW","KCNW",31.637800216699997,-97.0740966797,470,-6,"A","America/Chicago","airport","OurAirports"
3477,"Annette Island Airport","Annette Island","United States","ANN","PANT",55.04240036010742,-131.57200622558594,119,-9,"A","America/Anchorage","airport","OurAirports"
3478,"Caribou Municipal Airport","Caribou","United States","CAR","KCAR",46.871498107899995,-68.0178985596,626,-5,"A","America/New_York","airport","OurAirports"
3479,"Little Rock Air Force Base","Jacksonville","United States","LRF","KLRF",34.916900634799994,-92.14969635010002,311,-6,"A","America/Chicago","airport","OurAirports"
3480,"Redstone Army Air Field","Redstone","United States","HUA","KHUA",34.67869949,-86.68479919,684,-6,"A","America/Chicago","airport","OurAirports"
3481,"Pope Field","Fort Bragg","United States","POB","KPOB",35.1708984375,-79.014503479004,217,-5,"A","America/New_York","airport","OurAirports"
3482,"Dalhart Municipal Airport","Dalhart","United States","DHT","KDHT",36.0225982666,-102.54699707,3991,-6,"A","America/Chicago","airport","OurAirports"
3483,"DLF Airport","Del Rio","United States","DLF","KDLF",29.359501,-100.778002,1082,-6,"A","America/Chicago","airport","OurAirports"
3484,"Los Angeles International Airport","Los Angeles","United States","LAX","KLAX",33.94250107,-118.4079971,125,-8,"A","America/Los_Angeles","airport","OurAirports"
3485,"Anniston Regional Airport","Anniston","United States","ANB","KANB",33.5882,-85.8581,612,-6,"A","America/Chicago","airport","OurAirports"
